date,title_original,title_yours,url,source,excerpt,relevance_score,category,tags,relevance_reason,source_score,source_tier,source_label,source_notes,decision,your_notes
,Determining the digital economy impact of internet shutdowns,Measuring the Economic Cost of Internet Shutdowns,https://netblocks.org/projects/cost/digital-economy,NetBlocks,"Skip to content

NetBlocks

Menu

# Determining the digital economy impact of internet shutdowns

Digital economy has been defined as the branch of economics studying zero marginal cost intangible goods over the Internet.

The extent of a country’s digital economy in terms of its contribution to nat",8,Shutdown,internet_shutdowns|digital_economy|economic_impact,"The article directly addresses the economic impact of internet shutdowns, a core tactic of digital censorship and control relevant to Myanmar.",96,A,Highly Reliable,"Independent network measurement, widely cited, transparent methodology",PUBLISH,
,Irene Poetranto - The Citizen Lab,Report Links Cyberattacks on Southeast Asian NGO to Burmese Government Infrastructure,https://citizenlab.ca/person/irene-poetranto/recent-reports/page/2/,Citizen Lab,"This report analyzes a campaign of targeted attacks against an NGO working on environmental issues in Southeast Asia. Our analysis reveals connections between these attacks, recent strategic web compromises against Burmese government websites, and previous campaigns targeting groups in the Tibetan c",8,Surveillance,targeted attacks|digital surveillance|Burmese government|NGO|Southeast Asia,"The report directly links cyberattacks to Burmese government infrastructure and details digital threats against civil society, which are core components of internet freedom and surveillance issues in Myanmar.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,SKIP,
,Targeted Malware Attacks against NGO Linked to ... - The Citizen Lab,Report on Malware Attacks Targeting NGOs and Government Sites in Myanmar,https://citizenlab.ca/research/targeted-attacks-ngo-burma/,Citizen Lab,"In August 2015, Arbor Networks released a report documenting a similar strategic web compromise against a Myanmar Ministry of Information website (` hosting content related to the Myanmar Motion Picture Development Department. Similar to the previous attack against the President of Myanmar website, ",8,Surveillance,targeted_malware|digital_safety|ngo|cyber_attack,"The article details a targeted malware attack against an NGO in Myanmar, directly relating to journalist digital safety and the use of surveillance technology to compromise online actors.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,PUBLISH,
,Targeted Threats Archives - Page 3 of 5 - The Citizen Lab,Analysis of Cyber Attacks Targeting an Environmental NGO in Southeast Asia,https://citizenlab.ca/tag/targeted-threats/page/3/,Citizen Lab,This report analyzes a campaign of targeted attacks against an NGO working on environmental issues in Southeast Asia. Our analysis reveals connections,8,Surveillance,targeted-surveillance|ngo|southeast-asia|cyber-attacks,"The report details targeted digital attacks against an NGO in Southeast Asia, which is directly relevant to journalist digital safety, surveillance technology, and the threats faced by civil society online in regions like Myanmar.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,PUBLISH,
,telecommunications Archives - The Citizen Lab,Research on Telecommunications Infrastructure and State Control,https://citizenlab.ca/topic/telecommunications/,Citizen Lab,"Skip to content

Opens in a new window Opens an external site Opens an external site in a new window

 Our Work
  + Research
  + Publication Directory
  + Tools & Resources
 News & Events
  + Expert Insights
  + In the Media
  + Events
  + News
 About
  + Who We Are
  + Contact
  + People
  + Donate",8,Censorship,Telecommunications|Network Shutdowns|Surveillance Technology,"The Citizen Lab's telecommunications research directly investigates the infrastructure and policies used for state-imposed internet censorship, network shutdowns, and surveillance, which are core mechanisms affecting all the specified Myanmar-related issues.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,SKIP,
,Asia Pacific Archives - The Citizen Lab,Analyzing Surveillance and Digital Repression in Myanmar,https://citizenlab.ca/region/asia-pacific/,Citizen Lab,"Search by keyword

## Focus Areas

Search by keyword

# Asia Pacific

## The Architecture of Digital Repression

Citizen Lab senior researcher Irene Poetranto writes for the Carnegie Endowment for International Peace about surveillance in Myanmar.

## Moving Beyond the Given

### The Politics of Cat",8,Surveillance,Surveillance Technology|Myanmar|Digital Repression,"The article directly discusses surveillance in Myanmar, a core component of digital censorship and repression.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,SKIP,
,Between Hong Kong and Burma: Tracking UP007 and SLServer ...,Infrastructure of Surveillance: Tracking Malware Servers Targeting Burma and Hong Kong,https://citizenlab.ca/research/between-hong-kong-and-burma/,Citizen Lab,"`safetyssl.security-centers[.]com  
computer.security-centers[.]com  
hkemail.f3322[.]org  
www.olinaodi[.]com  
tenday.mysecondarydns[.]com`

### More in: Targeted Surveillance

#### LATEST

## Not Safe for Politics

### Cellebrite Used on Kenyan Activist and Politician Boniface Mwangi

Following t",8,Surveillance,targeted_surveillance|digital_safety|malware|journalists,"The article details specific malware infrastructure linked to surveillance in Burma, directly relating to digital threats against journalists and activists.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,PUBLISH,
,[PDF] #KeepItOn - Access Now,Global Advocacy Playbook for Combating Internet Shutdowns,https://www.accessnow.org/wp-content/uploads/2020/11/KeepItOn-Solidarity-Playbook-Case-Study.pdf,Access Now,"their occurrence through advocacy, capacity-building and litigation. [...] ● Grassroots Grants to ‘Keep It On’ Access Now provides grants to grassroots and frontline organisations in order to support the communities most affected by shutdowns, and build capacity where it is needed. How the coalition",8,Shutdown,internet_shutdowns|advocacy|digital_rights|capacity_building,"The article details a global advocacy playbook for fighting internet shutdowns, a tactic frequently used in Myanmar, making it highly relevant for understanding and countering such restrictions.",92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",SKIP,
,KeepItOn: fighting internet shutdowns around the world - Access Now,Global Coalition Mobilizes to End Internet Shutdowns Worldwide,https://www.accessnow.org/campaign/keepiton/,Access Now,"## WHO IS FIGHTING BACK

Access Now launched the #KeepItOn campaign in 2016 to mobilize people, communities, and civil society actors globally to fight against internet shutdowns. Today, it unites more than 366 national, international, regional, and local organizations in what has become the world’s",8,Shutdown,Internet Shutdowns|Global Advocacy|Civil Society,"The article directly addresses the global fight against internet shutdowns, a core issue in Myanmar's context of digital repression.",92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",PUBLISH,
,"One region, half the world's shutdowns: internet ... - Access Now","Report: Asia Pacific Region, Including Myanmar, Accounted for Half of Global Internet Shutdowns in 2025",https://www.accessnow.org/press-release/one-region-half-the-worlds-shutdowns-internet-shutdowns-in-the-asia-pacific-in-2025/,Access Now,"Launching today, March 31, 2026, Access Now and the #KeepItOn coalition’s new report, Rising repression meets global resistance: Internet shutdowns in 2025, reveals that at least 313 shutdowns were implemented in 52 countries. In the Asia Pacific region, the internet was shut down 195 times in 11 co",8,Shutdown,Internet Shutdowns|Asia Pacific|Government Repression,"The article directly reports on internet shutdowns in the Asia Pacific region, a primary tactic used against internet freedom in Myanmar.",92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",PUBLISH,
,Tag: throttling - Access Now - AccessNow.org,Global Report: Internet Shutdowns and Digital Authoritarianism in 2021,https://www.accessnow.org/tag/throttling/,Access Now,"#KeepItOn Report - The return of digital authoritarianism: internet shutdowns in 2021

## Internet shutdowns in 2021: the return of digital authoritarianism

In 2021, Access Now and the #KeepItOn coalition documented 182 internet shutdowns across 34 countries. This shows a dramatic resurgence of thi",8,Shutdown,internet shutdowns|digital authoritarianism|censorship,The article's focus on global internet shutdowns and digital authoritarianism in 2021 is directly relevant to Myanmar's context of network shutdowns and internet freedom.,92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",PUBLISH,
,Asia Pacific in 2024: worst year for internet shutdowns - Access Now,"Asia Pacific Region Suffered Record Internet Shutdowns in 2024, Report Finds",https://www.accessnow.org/press-release/asia-pacific-keepiton-internet-shutdowns-2024-en/,Access Now,"Launching today, February 24, 2025, Access Now and the #KeepItOn coalition’s new report, Emboldened offenders, endangered communities: internet shutdowns in 2024, exposes how authorities imposed at least 296 internet shutdowns in 54 countries, causing chaos across borders, exacerbating trauma during",8,Shutdown,Internet Shutdowns|Asia Pacific|Press Freedom|Surveillance,"The article directly reports on internet shutdowns in the Asia Pacific region, a primary tactic used against digital rights in Myanmar.",92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",PUBLISH,
,UN warns on voter surveillance ahead of Myanmar election - Reuters,UN Raises Alarm Over Junta's Voter Surveillance in Myanmar Election,https://www.reuters.com/world/asia-pacific/un-warns-voter-surveillance-ahead-myanmar-election-2025-11-28/,Reuters,The U.N. human rights office voiced concern on Friday that the Myanmar junta was pressuring people into voting in an election next month and,8,Surveillance,Surveillance Technology|Press Freedom Online,"The article directly addresses the use of surveillance technology by the junta in the context of an election, which relates to digital censorship, journalist safety, and online press freedom by creating a climate of fear and monitoring.",95,A,Highly Reliable,Global wire service. Strong editorial standards. Independent.,PUBLISH,
,Myanmar Rohingya: Why Facebook banned an army chief - BBC,Facebook Bans Myanmar Military Leaders Following UN Genocide Report,https://www.bbc.com/news/world-asia-45326928,BBC News,"# Myanmar Rohingya: Why Facebook banned an army chief

Getty Images A Rohingya ethnic minority man looking at Facebook on his cell phone

A number of high-profile army figures in Myanmar, including the army chief, no longer have Facebook accounts.

Facebook cancelled their accounts after a UN report",7,Digital Censorship,Content Moderation|Platform Accountability|Military,"The article directly details a major social media platform's action to ban state military figures for inciting violence, which is a core example of content-based digital censorship and its intersection with human rights.",90,A,Highly Reliable,UK public broadcaster. Strong editorial standards. BBC Burmese service.,PUBLISH,
,The world's cyber scam hub in Myanmar gets even dirtier - DVB,Thailand Cuts Internet to Target Myanmar Cyber Scam Hub,https://english.dvb.no/the-worlds-cyber-scam-hub-in-myanmar-gets-even-dirtier/,english.dvb.no,"It occurred only a few months after the crackdown in February, which involved China, Thailand, and Myanmar. These countries had been pressuring Shwe Kokko, one of the most notorious scam centers in Southeast Asia, located in Myanmar’s Kayin state bordering Thailand.

In dramatic and swift fashion, T",7,Shutdown,Network Shutdowns|Internet Freedom|Surveillance Technology,The article directly describes a foreign government blocking internet signals to a specific area in Myanmar as a law enforcement tactic.,100,A,Highly Reliable,"Independent, established outlet with strong transparency and sourcing.",PUBLISH,
,From Protest to Peril: Cellebrite Used Against Jordanian Civil Society,Phone-Hacking Tech Targets Civil Society: A Warning for Digital Rights,https://citizenlab.ca/research/from-protest-to-peril-cellebrite-used-against-jordanian-civil-society/,Citizen Lab,"We present seven individual cases in this report. The Citizen Lab is aware of dozens of other cases in the country involving civil society. Forensic records obtained in previous testing rounds suggest authorities have been using Cellebrite since at least 2020. [...] ## 5. Cellebrite’s Responses

The",7,Surveillance,surveillance technology|digital safety|press freedom,"The article details the use of Cellebrite phone-hacking technology against civil society and journalists, which is directly relevant to digital safety, surveillance, and press freedom in any context, including Myanmar.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,PUBLISH,
